Index,Checked,Date,Channel Name,Youtube Link,Subscribers,Average views
,FALSE,,Jon Rettinger,https://www.youtube.com/c/TechnoBuffalo/about,1.59M,190K
,FALSE,,Kyle Hill,https://www.youtube.com/c/KyleHillScience/about,1.1M,152K
,FALSE,,XEETECHCARE,https://www.youtube.com/c/XEETECHCARE/about,1.64M,278K
,FALSE,,The Operations Room,https://www.youtube.com/c/TheOperationsRoom/about,576K,600K
,FALSE,,Plainly Difficult,https://www.youtube.com/c/PlainlyDifficult/about,548K,181K
,FALSE,,Astrum,https://www.youtube.com/c/astrumspace/about,909K,149K
,FALSE,,PBS Space Time,https://www.youtube.com/c/pbsspacetime/about,2.52M,258K
,FALSE,,Jordan B Peterson,https://www.youtube.com/c/JordanPetersonVideos/about,4.48M,599K
,FALSE,,SciShow,https://www.youtube.com/c/SciShow/about,6.95M,124K
,FALSE,,The Action Lab,https://www.youtube.com/c/TheActionLab/about,3.81M,266K
,FALSE,,YouFact Tech,https://www.youtube.com/c/YouFactTech/about,355K,121K
,FALSE,,Dr. Sten Ekberg,https://www.youtube.com/c/drekberg/about,1.91M,231K
,FALSE,,Nucleus Medical Media,https://www.youtube.com/c/NucleusMedicalMedia/about,5.16M,125K
,FALSE,,linguamarina,https://www.youtube.com/c/linguamarina/about,5.35M,521K
,FALSE,,Institute of Human Anatomy,https://www.youtube.com/c/InstituteofHumanAnatomy/about,3.04M,399K
,FALSE,,The Tech Chap,https://www.youtube.com/c/Thetechchap/about,1.21M,127K
,FALSE,,TechSource,https://www.youtube.com/c/TechSource/about,3.32M,190K
,FALSE,,Linus Tech Tips,https://www.youtube.com/c/LinusTechTips/about,14.3M,1.1M
,FALSE,,TechLinked,https://www.youtube.com/c/techlinked/about,1.69M,564K
,FALSE,,ShortCircuit,https://www.youtube.com/c/ShortCircuit/about,1.7M,378K
,FALSE,,Techquickie,https://www.youtube.com/c/Techquickie/about,4M,290K
,FALSE,,Plainrock124,https://www.youtube.com/c/plainrock124/about,1.97M,207K
,FALSE,,Chubbyemu,https://www.youtube.com/c/ChubbyemuGames/about,2.42M,535K
,FALSE,,ThrillSeeker,https://www.youtube.com/c/ThrillSeekerVR/about,517K,177K
,FALSE,,Flossy Carter,https://www.youtube.com/c/FlossyCarterGoogleGangsta/about,1.78M,100K
,FALSE,,Morgz,https://www.youtube.com/c/ItsMorgz/about,11.6M,122K
,FALSE,,Syndicate,https://www.youtube.com/c/Syndicate/about,9.76M,141K
,FALSE,,STORROR,https://www.youtube.com/c/STORROR/about,7.25M,226K
,FALSE,,Konstantin,https://www.youtube.com/c/KonstantinBTS/about,1.13M,194K
,FALSE,,Zeltik,https://www.youtube.com/c/Zeltik/about,574K,120K
,FALSE,,DRIVETRIBE,https://www.youtube.com/c/Drivetribe/about,2.08M,181K
,FALSE,,Driven Media,https://www.youtube.com/c/DrivenMedia/about,104K,110K
,FALSE,,The B1M,https://www.youtube.com/c/Theb1mGoogle/about,2.28M,397K
,FALSE,,Wendover Productions,https://www.youtube.com/c/Wendoverproductions/about,3.27M,998K
,FALSE,,MrSpherical,https://www.youtube.com/c/MrSpherical/about,364K,491K
,FALSE,,Eleanor Neale,https://www.youtube.com/c/EleanorNeale/about,2.14M,536K
,FALSE,,ChrisMD,https://www.youtube.com/c/Sirhcchris2010/about,5.46M,1.5M
,FALSE,,Atlas ASMR,https://www.youtube.com/c/AtlasASMR/about,174K,49K
,FALSE,,Sophie Michelle ASMR,https://www.youtube.com/c/SophieMichelleASMR/about,610K,30K
,FALSE,,August ASMR,https://www.youtube.com/c/ASMRAugust/about,113K,68K
,FALSE,,Be Brave Be You ASMR,https://www.youtube.com/c/BeBraveBeYouASMR1/about,141K,42K
,FALSE,,Scottish Murmurs ASMR,https://www.youtube.com/c/ScottishMurmursASMR/about,403K,97K
,FALSE,,Lottie Loves ASMR,https://www.youtube.com/c/LottieLovesASMR/about,222K,30K
,FALSE,,James Matthew ASMR,https://www.youtube.com/c/JamesMatthewASMR/about,69.2K,21K
,FALSE,,ASMR Shortbread,https://www.youtube.com/c/ASMRShortbread/about,104K,27K
,FALSE,,Casual Navigation,https://www.youtube.com/c/CasualNavigation/about,399K,364K
,FALSE,,Ali Abdaal,https://www.youtube.com/c/aliabdaal/about,2.74M,210K
,FALSE,,Wendover Productions,https://www.youtube.com/c/Wendoverproductions/about,3.28M,790K
,FALSE,,Fascinating Horror,https://www.youtube.com/c/FascinatingHorror/about,769K,210K
,FALSE,,Mark Felton Productions,https://www.youtube.com/c/MarkFeltonProductions/about,1.61M,248K
,FALSE,,Bad Obsession Motorsport,https://www.youtube.com/c/BadObsessionMotorsport/about,418K,236K
,FALSE,,WildCraft,https://www.youtube.com/c/WildCraftAnimations/about,471K,695K
,FALSE,,Mike Boyd,https://www.youtube.com/c/MikeBoydVideo/about,2.8M,240K
,FALSE,,Max the Meat Guy,https://www.youtube.com/c/MaxtheMeatGuy/about,1.74M,768K
,FALSE,,Off Grid w/ Jake & Nicolle,https://www.youtube.com/c/AdventureswJakeNicole/about,1.3M,227K
,FALSE,,BeardMeatsFood,https://www.youtube.com/c/Beardmeatsfood/about,1.7M,541K
,FALSE,,LivingBobby,https://www.youtube.com/c/LivingBobby/about,2.48M,231K
,FALSE,,Nick DiGiovanni,https://www.youtube.com/c/NickDiGiovanni/about,4.8M,1M
,FALSE,,Raphael Gomes,https://www.youtube.com/c/RaphaelGomesx/about,2.02M,236K
,FALSE,,The Prince Family,https://www.youtube.com/channel/UC5LGPvoUOfwcLi4Ck8LiR4A/about,8.88M,581K
,FALSE,,Danielle Kirsty,https://www.youtube.com/c/DanielleKirsty11/about,449K,271K
,FALSE,,Jaclyn Hill,https://www.youtube.com/c/Jaclynhill1/about,5.69M,279K
,FALSE,,Tati,https://www.youtube.com/c/Tati/about,8.63M,333K
,FALSE,,The Ninja Fam!,https://www.youtube.com/c/TheNinjaFam/about,876K,625K
,FALSE,,Dom,https://www.youtube.com/c/Domskywars/about,612K,116K
,FALSE,,LcLc,https://www.youtube.com/user/lclc01/about,964K,1.3M
,FALSE,,Razzbowski,https://www.youtube.com/c/Razzbowski/about,1.72M,512K
,FALSE,,Futcrunch,https://www.youtube.com/c/Futcrunch/about,354K,469K
,FALSE,,By Post,https://www.youtube.com/channel/UC8FVjO_NH1RE-C_oVauyWSw/about,437K,328K
,FALSE,,EazySpeezy,https://www.youtube.com/c/EazySpeezy/about,2M,613K
,FALSE,,Not Safe,https://www.youtube.com/c/NotSafe/about,907K,334K
,FALSE,,DougDoug,https://www.youtube.com/c/Gloudas/about,1.68M,678K
,FALSE,,CommunityGame,https://www.youtube.com/c/CommunityGame/about,2.55M,300K
,FALSE,,The Frustrated Gamer,https://www.youtube.com/c/TheFrustratedGamer/about,1.54M,210K
,FALSE,,FriendlyMachine,https://www.youtube.com/c/FriendlyMachine/about,2.4M,356K
,FALSE,,Razzbowski,https://www.youtube.com/c/Razzbowski/about,1.74M,260K
,FALSE,,WorstPremadeEver,https://www.youtube.com/c/WorstPremadeEver/about,590K,155K
,FALSE,,SebbyK,https://www.youtube.com/c/SebbyK29/about,229K,266K
,FALSE,,TorvestaRS,https://www.youtube.com/c/TorvestaRS/about,458K,221K
,FALSE,,ChippyGaming,https://www.youtube.com/c/ChippyGaming/about,1.02M,165K
,FALSE,,Captain Eggcellent,https://www.youtube.com/c/CaptainEggcellent/about,704K,273K
,FALSE,,EazySpeezy,https://www.youtube.com/c/EazySpeezy/about,2.02M,256K
,FALSE,,Kaif,https://www.youtube.com/c/Kaiff/about,669K,223K
,FALSE,,Wiljun,https://www.youtube.com/c/Willjum/about,554K,579K
,FALSE,,The Spiffing Brit,https://www.youtube.com/c/thespiffingbrit/about,2.87M,547K
,FALSE,,Bronzo,https://www.youtube.com/c/BronzoYT/about,1.17M,3.6M
,FALSE,,Hornstromp Toons,https://www.youtube.com/c/HornstrompToons/about,1.6M,403K
,FALSE,,Ralf Dummer,https://www.youtube.com/c/RalfDummer/about,295K,172K
,FALSE,,SuperstituM,https://www.youtube.com/c/ShreddeDKing/about,1.14M,206K
,FALSE,,TheEpicNate315,https://www.youtube.com/c/TheEpicNate315/about,1.13M,996K
,FALSE,,TorvestaRS,https://www.youtube.com/c/TorvestaRS/about,459K,285K
,FALSE,,Limit Breakers,https://www.youtube.com/c/LimitBreakers/about,407K,121K
,FALSE,,Tomographic,https://www.youtube.com/c/Tomographic/about,501K,222K
,FALSE,,Dangthatsalongname,https://www.youtube.com/c/Dangthatsalongname/about,1.36M,285K
,FALSE,,CyberChimp,https://www.youtube.com/c/ZeCyberChimp/about,131K,124K
,FALSE,,Ayrun,https://www.youtube.com/c/Ayrun/about,497K,186K
,FALSE,,MandJTV Plays,https://www.youtube.com/c/MandJTVPlays/about,649K,481K
,FALSE,,dakblake,https://www.youtube.com/c/Dake222Gaming/about,1.48M,335K
,FALSE,,Cleanse Beam,https://www.youtube.com/channel/UCJ896dajAilqJp_zcENm31Q/about,1.23M,238K
,FALSE,,iiTzTimmy,https://www.youtube.com/c/iiTzTimmy/about,1.35M,356K
,FALSE,,Golden Ninja 50,https://www.youtube.com/c/GoldenNinja50/about,1.11M,176K
,FALSE,,GothamChess,https://www.youtube.com/c/GothamChess/about,1.47M,250K
,FALSE,,ZerkaaPlays,https://www.youtube.com/user/ZerkaaPlays/about,2.73M,160K
,FALSE,,Koopekul,https://www.youtube.com/c/Koopekul/about,244K,120K
,FALSE,,Tails And Sonic Pals,https://www.youtube.com/c/TailsAndSonicPals/about,978K,101K
,FALSE,,AyoDen,https://www.youtube.com/c/AyoDen/about,2.07M,533K
,FALSE,,ImNotaCasualty,https://www.youtube.com/c/ImNotaCasualty/about,510K,155K
,FALSE,,dakblake,https://www.youtube.com/c/Dake222Gaming/videos,1.52M,573K
,FALSE,,Tapliasmy,https://www.youtube.com/c/Tapliasmy/about,1.09M,826K
,FALSE,,BFordLancer,https://www.youtube.com/c/BFordLancer48/about,1M,312K
,FALSE,,special edd,https://www.youtube.com/c/Sauceddie/about,2.04M,592K
,FALSE,,Mustard Plays,https://www.youtube.com/c/MustardPlays/videos,517K,191K
,FALSE,,ThrillSeeker,https://www.youtube.com/c/ThrillSeekerVR/about,561K,117K
,FALSE,,ThioJoe,https://www.youtube.com/c/ThioJoe/about,2.83M,112K
,FALSE,,Shmee150,https://www.youtube.com/c/Shmee150/about,2.34M,169K
,FALSE,,Tavarish,https://www.youtube.com/c/tavarish/about,2.12M,640K
,FALSE,,Tj Hunt,https://www.youtube.com/c/TjHunt28/about,2.1M,204K
,FALSE,,Fab Rats,https://www.youtube.com/c/FabRats/about,414K,310K
,FALSE,,Aquarium Info,https://www.youtube.com/c/AquariumInfo/about,1.29M,207K
,FALSE,,Zoey Doodle,https://www.youtube.com/c/ZoeyDoodleDog/about,1.53M,407K
,FALSE,,Cats Zone,https://www.youtube.com/channel/UCyJEcd4rrEEaaSOIMRCGoqw/about,395K,180K
,FALSE,,Junkyard Digs,https://www.youtube.com/c/JunkyardDigs/about,832K,258K
,FALSE,,Rich Rebuilds,https://www.youtube.com/c/RichRebuilds/about,1.32M,348K
,FALSE,,Minecraft Curios,https://www.youtube.com/channel/UCj2Pn8nWcMGnDOdzstvVnbA/about,1.11M,233K
,FALSE,,Live Speedy,https://www.youtube.com/channel/UC2bW_AY9BlbYLGJSXAbjS4Q/about,2.15M,962K
,FALSE,,Tuonto,https://www.youtube.com/c/Tuonto/about,1.06M,543K
,FALSE,,Asmongold TV,https://www.youtube.com/channel/UCQeRaTukNYft1_6AZPACnog/about,1.41M,612K
,FALSE,,Vitamin Delicious,https://www.youtube.com/c/VitaminDelicious/about,677K,298K
,FALSE,,Scott Manley,https://www.youtube.com/c/szyzyg/about,1.44M,334K
,FALSE,,The Late Brake Show,https://www.youtube.com/c/TheLateBrakeShow/about,392K,131K
,FALSE,,AutoTrader,https://www.youtube.com/c/AutoTraderTV/about,746K,160K
,FALSE,,Yiannimize,https://www.youtube.com/c/yiannimize/about,1.94M,300K
,FALSE,,Autoalex Cars,https://www.youtube.com/c/AutoalexCars/about,353K,169K
,FALSE,,Robby Layton,youtube.com/c/RobbyLayton/about,241K,296K
,FALSE,,Westen Champlin,https://www.youtube.com/c/WestenChamplin/about,2.42M,1.5M
,FALSE,,Grind Hard Plumbing Co,https://www.youtube.com/c/GrindHardPlumbingCo/about,1.4M,649K
,FALSE,,1320video,https://www.youtube.com/user/1320video/about,3.25M,200K
,FALSE,,Rainman Ray's Repairs,https://www.youtube.com/c/RainmanRaysRepairs/about,370K,131K
,FALSE,,Jimmys World,https://www.youtube.com/c/JimmysWorld1/about,260K,210K
,FALSE,,itsjusta6,https://www.youtube.com/c/itsjusta6official/about,1.18M,179K
,FALSE,,CarsandCameras,https://www.youtube.com/c/CarsandCameras/about,1.06M,100K
,FALSE,,The Fast Lane Truck,https://www.youtube.com/c/TFLtruck/about,1.03M,117K
,FALSE,,Rob Dahm,https://www.youtube.com/c/RobDahm/about,1M,170K
,FALSE,,Dennis Collins,https://www.youtube.com/c/DennisCollinsCarWorld/about,407K,359K
,FALSE,,NautiStyles,https://www.youtube.com/c/NautiStyles/about,261K,139K
,FALSE,,Jon Rettinger,https://www.youtube.com/c/TechnoBuffalo/about,1.6M,172K
,FALSE,,GameSprout,https://www.youtube.com/user/GameSprout/about,3.65M,154K
,FALSE,,Tuonto,https://www.youtube.com/c/Tuonto/about,1.11M,290K
,FALSE,,Dagwummy,https://www.youtube.com/c/Dagwummy/about,505K,1.23M
,FALSE,,DigitoSIM,https://www.youtube.com/c/DigitoSIM/about,1.54M,464K
,FALSE,,Forever Nenaa,https://www.youtube.com/c/ForeverNenaa/about,777K,246K
,FALSE,,Vitamin Delicious,youtube.com/c/VitaminDelicious/about,721K,205K
,FALSE,,GabaLeth,https://www.youtube.com/c/GabaLeth/about,673K,129K
,FALSE,,THE RACE,https://www.youtube.com/c/WeAreTheRace/about,903K,488K
,FALSE,,Fera Animations,https://www.youtube.com/channel/UCiFuucCpTkO3UHRJuqHPcng/about,1.6M,269K
,FALSE,,12th Hour,https://www.youtube.com/c/12thHour/about,421K,752K
,FALSE,,Hagerty,https://www.youtube.com/c/Hagerty/about,2.11M,170K
,FALSE,,KIER and DEV,https://www.youtube.com/c/KIERandDEVGaming/about,852K,654K
,FALSE,,ZMDE Gaming,https://www.youtube.com/c/ZMDEAnimations/about,2.33M,889K
,FALSE,,B-rad,https://www.youtube.com/c/BradClashRoyale/about,698K,375K
,FALSE,,Kevduit,https://www.youtube.com/c/Kevduit/about,798K,220K
,FALSE,,AminOnPC,https://www.youtube.com/c/AminOnPC/about,355K,168K
,FALSE,,SilphSpectre,https://www.youtube.com/c/SilphSpectre/about,205K,127K
,FALSE,,Blarg,https://www.youtube.com/c/BlargMyShnoople/about,810K,190K
,FALSE,,DongHuaP,https://www.youtube.com/c/DongHuaPan/about,298K,290K
,FALSE,,DangerouslyFunny,https://www.youtube.com/c/DangerouslyFunny/about,2.1M,264K
,FALSE,,ISAB,https://www.youtube.com/c/BTDIsab/about,544K,170K
,FALSE,,Drae,https://www.youtube.com/c/draegast/about,2.48M,128K
,FALSE,,TDBarrett,https://www.youtube.com/c/TDBarrett/about,1.47M,124K
,FALSE,,SquishyMuffinz,https://www.youtube.com/c/SquishyMuffinz/about,1.38M,127K
,FALSE,,Aculite,https://www.youtube.com/c/Aculite/about,1.21M,126K
,FALSE,,KackisHD,https://www.youtube.com/c/KackisHD/about,1.1M,130K
,FALSE,,IAmCrusty,https://www.youtube.com/c/IAmCrusty/videos,533K,117K
,FALSE,,Dawko,https://www.youtube.com/c/Dawko/about,1.89M,177K
,FALSE,,Clare Siobhán,https://www.youtube.com/c/ClareSiobhan/about,1.94M,127K
,FALSE,,Xposed,https://www.youtube.com/c/XposedTwitch/about,300K,104K
,FALSE,,FlippingOldschool,https://www.youtube.com/c/FlippingOldschool/about,217K,134K
,FALSE,,Tank Fish,https://www.youtube.com/c/TankFish69/about,729K,511K
,FALSE,,Dante Ravioli,https://www.youtube.com/c/DanteRavioli/about,757K,161K
,FALSE,,Austin John Plays,https://www.youtube.com/c/AustinJohnPlays/about,2.02M,334K
,FALSE,,PM7,https://www.youtube.com/c/PokeMEN7Plays/about,506K,280K
,FALSE,,Trainer Tips,https://www.youtube.com/c/trnrtips/about,1M,128K
,FALSE,,Lockstin & Gnoggin,https://www.youtube.com/c/Gnoggin/about,1.09M,146K
,FALSE,,WILDCAT,https://www.youtube.com/user/W1LDC4T43/about,7.96M,337K
,FALSE,,Ashtvn,https://www.youtube.com/c/Ashtvn/about,179K,229K
,FALSE,,CryingMan,https://www.youtube.com/c/CryingManYT/about,964K,160K
,FALSE,,Judo Sloth Gaming,https://www.youtube.com/c/JudoSloth/about,1.87M,284K
,FALSE,,HaVoC Gaming,https://www.youtube.com/c/havocgaming/videos,1.2M,164K
,FALSE,,froggycrossing,https://www.youtube.com/c/froggycrossing/about,497K,103K
,FALSE,,KreekCraft,https://www.youtube.com/c/KreekCraft/about,4.64M,7.3M
,FALSE,,BigB,https://www.youtube.com/user/Bigbst4tz2/about,2.63M,309K
,FALSE,,SirTagCR - Clash Royale,https://www.youtube.com/c/SirTagCR/about,544K,117K
,FALSE,,Jake Tran,https://www.youtube.com/channel/UCoOjH8D2XAgjzQlneM2W0EQ,,
,FALSE,,Cantomando,https://www.youtube.com/c/CantoMando/videos,,
